selling_price,km_driven,fuel,seller_type,transmission,owner
425000,8352,Petrol,Dealer,Manual,First Owner
525000,9745,Petrol,Dealer,Automatic,First Owner
550000,9748,Petrol,Dealer,Manual,First Owner
271000,49000,Petrol,Dealer,Manual,First Owner
1490000,20694,Diesel,Dealer,Manual,First Owner
490000,31080,Petrol,Dealer,Manual,First Owner
260000,37605,Petrol,Dealer,Manual,First Owner
455000,55850,Diesel,Dealer,Manual,First Owner
75000,58850,Petrol,Dealer,Manual,First Owner
421000,23839,Petrol,Dealer,Manual,First Owner
550000,54000,Diesel,Dealer,Manual,First Owner
330000,38000,Petrol,Dealer,Automatic,First Owner
390000,45454,Diesel,Dealer,Manual,First Owner
599000,46957,Diesel,Dealer,Automatic,First Owner
110000,60000,Petrol,Individual,Manual,Fourth & Above Owner
250000,25000,Petrol,Individual,Manual,First Owner
600000,110000,Diesel,Individual,Manual,Fourth & Above Owner
280000,190000,Diesel,Individual,Manual,Second Owner
2700000,25000,Diesel,Individual,Automatic,First Owner
80000,90000,Petrol,Individual,Manual,First Owner
350000,5000,Petrol,Individual,Manual,First Owner
475000,60000,Diesel,Individual,Manual,First Owner
4700000,1500,Diesel,Individual,Automatic,First Owner
500000,50000,Diesel,Individual,Manual,First Owner
250000,120000,Diesel,Individual,Manual,First Owner
100000,120000,Diesel,Individual,Manual,Second Owner
350000,5000,Petrol,Individual,Manual,First Owner
4000000,47000,Diesel,Individual,Automatic,First Owner
1900000,20000,Petrol,Individual,Automatic,First Owner
95000,120000,Petrol,Individual,Manual,Second Owner
409999,58000,Diesel,Individual,Manual,First Owner
1050000,35000,Diesel,Individual,Manual,First Owner
320000,30000,Petrol,Individual,Manual,First Owner
1000000,10000,Diesel,Individual,Manual,First Owner
1770000,25000,Diesel,Individual,Manual,First Owner
950000,20000,Diesel,Individual,Manual,First Owner
750000,50000,Diesel,Individual,Manual,First Owner
220000,42000,Petrol,Individual,Manual,First Owner
1000000,50000,Diesel,Individual,Manual,First Owner
660000,116000,Diesel,Individual,Manual,First Owner
716000,100000,Diesel,Individual,Manual,First Owner
675000,66000,Petrol,Individual,Manual,First Owner
385000,110000,Diesel,Individual,Manual,Third Owner
325000,70000,Diesel,Individual,Manual,First Owner
950000,60000,Diesel,Individual,Manual,First Owner
400000,110000,Diesel,Individual,Automatic,Fourth & Above Owner
250000,25000,Diesel,Individual,Manual,First Owner
4000000,68000,Petrol,Individual,Automatic,First Owner
210000,20000,Petrol,Individual,Manual,First Owner
147000,110000,Petrol,Individual,Manual,Second Owner
725000,26350,Diesel,Individual,Manual,First Owner
550000,90000,Diesel,Individual,Manual,First Owner
475000,25000,Petrol,Individual,Manual,First Owner
250000,50000,Petrol,Individual,Manual,Second Owner
70000,60000,Petrol,Individual,Manual,Second Owner
160000,70000,Petrol,Individual,Manual,Third Owner
1000000,90000,Diesel,Individual,Automatic,Second Owner
68000,70000,Petrol,Individual,Manual,First Owner
500000,26500,Petrol,Individual,Manual,First Owner
170000,60000,Diesel,Individual,Manual,First Owner
1300000,35000,Diesel,Individual,Manual,First Owner
1050000,10000,Diesel,Individual,Manual,First Owner
300000,15000,Petrol,Individual,Manual,First Owner
600000,25000,Petrol,Individual,Manual,First Owner
900000,50000,Diesel,Individual,Manual,First Owner
550000,25000,Petrol,Individual,Manual,First Owner
100000,52000,Petrol,Individual,Manual,Second Owner
400000,15000,Petrol,Individual,Manual,First Owner
120000,20000,Petrol,Individual,Manual,First Owner
300000,90000,Diesel,Individual,Manual,First Owner
140000,60000,Diesel,Individual,Manual,Second Owner
640000,23000,Petrol,Individual,Manual,First Owner
380000,22155,Petrol,Individual,Manual,First Owner
120000,20000,Petrol,Individual,Manual,First Owner
650000,70000,Petrol,Individual,Manual,First Owner
150000,60000,Petrol,Individual,Manual,Second Owner
550000,35000,Petrol,Individual,Manual,First Owner
650000,71042,Diesel,Dealer,Manual,First Owner
1025000,167870,Diesel,Dealer,Manual,Second Owner
195000,133564,Diesel,Dealer,Manual,First Owner
3800000,10000,Diesel,Dealer,Automatic,First Owner
1490000,40000,Diesel,Dealer,Automatic,First Owner
4950000,30000,Diesel,Dealer,Automatic,First Owner
1140000,23038,Petrol,Trustmark Dealer,Automatic,First Owner
95000,70000,Diesel,Individual,Manual,First Owner
3050000,30000,Diesel,Individual,Automatic,First Owner
550000,19890,Petrol,Dealer,Automatic,First Owner
625000,11918,Petrol,Trustmark Dealer,Manual,First Owner
520000,10510,Petrol,Dealer,Automatic,First Owner
239000,41000,Petrol,Dealer,Manual,First Owner
2600000,47162,Diesel,Trustmark Dealer,Automatic,First Owner
229999,49824,Petrol,Dealer,Manual,First Owner
1300000,58500,Diesel,Dealer,Automatic,First Owner
585000,43608,Petrol,Trustmark Dealer,Manual,First Owner
825000,11212,Petrol,Trustmark Dealer,Automatic,First Owner
280000,52000,Diesel,Dealer,Manual,First Owner
725000,49217,Petrol,Trustmark Dealer,Manual,First Owner
300000,90000,Diesel,Individual,Manual,First Owner
375000,70000,Petrol,Individual,Manual,First Owner
310000,90000,Petrol,Individual,Manual,Fourth & Above Owner
375000,190000,Diesel,Individual,Manual,Third Owner
1950000,106000,Diesel,Individual,Automatic,First Owner
400000,80000,Diesel,Individual,Manual,Second Owner
550000,80000,Diesel,Individual,Manual,Second Owner
270000,20000,Petrol,Individual,Manual,First Owner
555000,110000,Diesel,Individual,Manual,Second Owner
500000,60000,Diesel,Individual,Manual,Second Owner
400000,130000,Diesel,Individual,Automatic,Second Owner
280000,28838,Petrol,Individual,Manual,First Owner
80000,200000,Petrol,Individual,Manual,First Owner
55000,100000,Diesel,Individual,Manual,First Owner
250000,50000,Petrol,Individual,Manual,First Owner
250000,190000,Diesel,Individual,Manual,Fourth & Above Owner
95000,100000,Diesel,Individual,Manual,Second Owner
725000,135000,Diesel,Individual,Manual,Second Owner
320000,50000,Diesel,Individual,Manual,Third Owner
1200000,135000,Diesel,Individual,Automatic,Third Owner
160000,50000,Diesel,Individual,Manual,First Owner
790000,19571,Diesel,Dealer,Manual,First Owner
1200000,29600,Petrol,Dealer,Manual,First Owner
175000,70000,Petrol,Individual,Manual,First Owner
950000,15000,Diesel,Individual,Automatic,First Owner
340000,50000,Petrol,Individual,Manual,First Owner
825000,13500,Diesel,Individual,Manual,First Owner
3100000,22000,Petrol,Individual,Automatic,First Owner
780000,25000,Diesel,Dealer,Manual,First Owner
350000,80000,Petrol,Individual,Automatic,Third Owner
690000,39000,Petrol,Dealer,Manual,First Owner
245000,60000,Petrol,Individual,Manual,First Owner
790000,49000,Diesel,Dealer,Manual,First Owner
680000,48600,Petrol,Dealer,Manual,First Owner
540000,20000,Petrol,Individual,Manual,Second Owner
425000,25000,Petrol,Individual,Manual,First Owner
140000,120000,Petrol,Individual,Manual,First Owner
1100000,30000,Diesel,Individual,Manual,First Owner
715000,35000,Diesel,Individual,Manual,First Owner
1580000,86000,Diesel,Dealer,Automatic,First Owner
1750000,127643,Diesel,Dealer,Automatic,First Owner
400000,54000,Petrol,Dealer,Manual,Second Owner
1750000,102354,Diesel,Dealer,Automatic,First Owner
1850000,62237,Petrol,Dealer,Automatic,First Owner
114999,90000,Petrol,Dealer,Manual,Second Owner
950000,21394,Diesel,Dealer,Manual,First Owner
310000,32686,Petrol,Dealer,Manual,First Owner
575000,1001,Diesel,Dealer,Manual,First Owner
490000,22000,Diesel,Dealer,Manual,First Owner
480000,53261,Petrol,Dealer,Manual,First Owner
3500000,53000,Diesel,Dealer,Automatic,First Owner
370000,10000,Petrol,Dealer,Manual,First Owner
835000,14000,Diesel,Dealer,Manual,First Owner
650000,44000,Petrol,Dealer,Manual,First Owner
670000,39895,Diesel,Dealer,Manual,First Owner
950000,73000,Diesel,Dealer,Automatic,First Owner
690000,17000,Petrol,Dealer,Manual,First Owner
670000,18591,Petrol,Dealer,Manual,First Owner
925000,26766,Diesel,Dealer,Manual,First Owner
250000,30000,Petrol,Individual,Manual,First Owner
509999,42000,Diesel,Individual,Manual,First Owner
520000,110000,Diesel,Individual,Manual,First Owner
100000,100000,Diesel,Individual,Manual,First Owner
85000,300000,Diesel,Individual,Manual,Second Owner
130000,110000,Diesel,Individual,Manual,Third Owner
950000,27620,Diesel,Dealer,Manual,First Owner
450000,70000,Petrol,Individual,Manual,First Owner
320000,50000,Petrol,Individual,Manual,Second Owner
480000,50000,Diesel,Individual,Manual,First Owner
2490000,46000,Diesel,Individual,Automatic,First Owner
790000,82000,Diesel,Individual,Manual,First Owner
120000,120000,Petrol,Individual,Manual,First Owner
75000,80000,Petrol,Individual,Manual,Third Owner
99000,70000,Petrol,Individual,Manual,First Owner
1015000,20000,Diesel,Individual,Manual,First Owner
250000,200000,Diesel,Individual,Manual,Second Owner
520000,120000,Diesel,Individual,Manual,First Owner
1100000,30000,Diesel,Individual,Automatic,First Owner
200000,223000,Diesel,Individual,Manual,First Owner
525000,60000,Diesel,Individual,Manual,First Owner
500000,40000,Petrol,Individual,Manual,First Owner
675000,161327,Diesel,Individual,Manual,First Owner
150000,60000,Petrol,Individual,Manual,Third Owner
250000,50000,Diesel,Individual,Manual,First Owner
450000,6000,Petrol,Individual,Manual,First Owner
150000,68000,Petrol,Individual,Manual,Second Owner
200000,85000,Diesel,Individual,Manual,First Owner
525000,70000,Diesel,Individual,Automatic,First Owner
60000,35000,Petrol,Individual,Manual,Second Owner
180000,100000,Diesel,Individual,Manual,Second Owner
475000,110000,Diesel,Individual,Manual,First Owner
380000,195000,Diesel,Individual,Automatic,Second Owner
285000,46000,Petrol,Individual,Manual,Second Owner
91200,60000,Petrol,Individual,Manual,Second Owner
250000,46000,Petrol,Individual,Manual,First Owner
400000,42000,Diesel,Individual,Manual,First Owner
160000,90000,Petrol,Individual,Automatic,Second Owner
650000,85000,Diesel,Individual,Manual,Second Owner
409999,120000,Diesel,Individual,Manual,Third Owner
425000,72000,Diesel,Individual,Manual,First Owner
250000,71000,CNG,Individual,Manual,Second Owner
200000,110000,Petrol,Individual,Manual,Fourth & Above Owner
250000,71000,CNG,Individual,Manual,Second Owner
130000,144000,Diesel,Individual,Manual,Fourth & Above Owner
260000,30000,Petrol,Dealer,Manual,First Owner
155000,65000,Petrol,Dealer,Manual,First Owner
450000,38000,Diesel,Individual,Manual,First Owner
220000,90000,Petrol,Individual,Manual,Second Owner
650000,37000,Diesel,Dealer,Manual,First Owner
285000,30000,Petrol,Dealer,Manual,First Owner
725000,26000,Petrol,Dealer,Automatic,First Owner
625000,30000,Petrol,Dealer,Manual,First Owner
550000,23000,Petrol,Dealer,Manual,First Owner
240000,40000,Petrol,Dealer,Manual,First Owner
600000,27000,Diesel,Dealer,Manual,First Owner
350000,65000,Diesel,Dealer,Manual,First Owner
245000,32000,Petrol,Dealer,Manual,First Owner
600000,56000,Diesel,Dealer,Manual,First Owner
2400000,30000,Diesel,Individual,Automatic,First Owner
620000,80000,Diesel,Dealer,Manual,First Owner
395000,52000,Petrol,Dealer,Manual,Second Owner
635000,13250,Petrol,Dealer,Manual,First Owner
180000,36000,Petrol,Dealer,Manual,First Owner
484999,73000,Diesel,Dealer,Manual,Second Owner
110000,60000,Petrol,Individual,Manual,First Owner
150000,60000,Petrol,Individual,Manual,Second Owner
400000,110000,Diesel,Individual,Manual,First Owner
200000,70000,Diesel,Individual,Manual,Second Owner
302000,60000,Diesel,Individual,Manual,Second Owner
215000,90000,Diesel,Individual,Manual,Fourth & Above Owner
155000,80000,Petrol,Individual,Manual,Second Owner
1000000,101000,Diesel,Individual,Manual,Second Owner
550000,44000,Diesel,Individual,Manual,First Owner
200000,45000,Petrol,Individual,Manual,First Owner
750000,120000,Diesel,Individual,Manual,First Owner
90000,90000,Petrol,Individual,Manual,Second Owner
80000,120000,Petrol,Individual,Manual,Second Owner
229999,13500,Petrol,Individual,Manual,First Owner
350000,10000,Petrol,Individual,Manual,First Owner
325000,25000,Petrol,Individual,Manual,Third Owner
450000,8500,Petrol,Individual,Manual,First Owner
250000,120000,Diesel,Individual,Manual,First Owner
225000,120000,Diesel,Individual,Manual,First Owner
150000,90246,Petrol,Individual,Manual,Third Owner
110000,90000,Petrol,Individual,Manual,Second Owner
150000,40000,Petrol,Individual,Manual,Second Owner
165000,60000,Petrol,Individual,Manual,Fourth & Above Owner
610000,32000,Diesel,Individual,Manual,Second Owner
170000,60400,Diesel,Individual,Manual,First Owner
150000,70950,Diesel,Individual,Manual,Second Owner
300000,90000,Diesel,Individual,Manual,First Owner
375000,72000,Diesel,Individual,Manual,First Owner
390000,90000,Diesel,Individual,Manual,First Owner
600000,10000,Petrol,Individual,Manual,First Owner
204999,25000,Petrol,Individual,Manual,Second Owner
270000,80000,Diesel,Individual,Manual,Second Owner
375000,10000,Petrol,Individual,Manual,First Owner
700000,1100,Petrol,Individual,Manual,First Owner
455000,40000,Petrol,Individual,Manual,First Owner
375000,10000,Petrol,Individual,Manual,First Owner
341000,31491,Petrol,Individual,Manual,First Owner
200000,107143,Diesel,Individual,Manual,Second Owner
450000,15000,Petrol,Individual,Automatic,First Owner
170000,50000,Petrol,Individual,Manual,Second Owner
1900000,100000,Diesel,Individual,Manual,First Owner
500000,60000,Diesel,Individual,Manual,First Owner
819999,85000,Diesel,Individual,Manual,First Owner
351000,40000,Petrol,Individual,Manual,Second Owner
195000,80000,Petrol,Individual,Manual,Second Owner
250000,82000,Diesel,Individual,Manual,Second Owner
120000,70000,Petrol,Individual,Manual,Second Owner
180000,70000,Petrol,Individual,Manual,Third Owner
430000,20000,Diesel,Individual,Manual,First Owner
75000,35000,Petrol,Individual,Manual,Second Owner
750000,80000,Diesel,Individual,Manual,First Owner
60000,40000,Petrol,Individual,Manual,First Owner
1500000,46412,Diesel,Individual,Manual,First Owner
390000,150000,Diesel,Individual,Manual,Fourth & Above Owner
630000,50000,Diesel,Individual,Manual,First Owner
1085000,15000,Diesel,Individual,Manual,First Owner
190000,60000,Petrol,Individual,Manual,Second Owner
550000,25000,Petrol,Individual,Automatic,First Owner
200000,90000,Petrol,Individual,Manual,Third Owner
165000,60000,Petrol,Individual,Manual,First Owner
260000,65000,Diesel,Individual,Manual,First Owner
151000,40000,Petrol,Individual,Manual,First Owner
780000,50000,Diesel,Individual,Manual,First Owner
175000,80000,Diesel,Individual,Manual,Third Owner
170000,107500,Diesel,Dealer,Manual,First Owner
210000,135000,Diesel,Dealer,Manual,Second Owner
90000,43826,Petrol,Dealer,Manual,Second Owner
535000,55838,Petrol,Dealer,Manual,First Owner
195000,112880,Diesel,Dealer,Manual,First Owner
140000,90000,Diesel,Individual,Manual,Third Owner
350000,40000,Petrol,Individual,Manual,First Owner
425000,66000,Petrol,Individual,Manual,First Owner
300000,30300,Petrol,Individual,Manual,First Owner
340000,85000,Diesel,Individual,Manual,Second Owner
250000,80659,Petrol,Dealer,Manual,First Owner
170000,81324,Petrol,Dealer,Manual,First Owner
315000,127884,Diesel,Dealer,Manual,First Owner
200000,50000,Petrol,Individual,Manual,First Owner
300000,25000,Petrol,Individual,Manual,First Owner
300000,66755,Diesel,Dealer,Manual,First Owner
380000,123084,Petrol,Dealer,Manual,First Owner
250000,806599,Petrol,Dealer,Manual,First Owner
310000,95851,Diesel,Dealer,Manual,First Owner
260000,50000,Petrol,Individual,Manual,First Owner
150000,50000,Petrol,Individual,Manual,Second Owner
85000,60000,Petrol,Individual,Manual,Second Owner
280000,15000,Petrol,Individual,Manual,Second Owner
850000,40000,Diesel,Individual,Manual,First Owner
375000,20000,Petrol,Individual,Manual,Second Owner
125000,120000,Diesel,Individual,Manual,Third Owner
250000,110000,Diesel,Individual,Manual,First Owner
715000,234000,Diesel,Individual,Manual,First Owner
220000,70000,Diesel,Individual,Manual,First Owner
110000,110000,Diesel,Individual,Manual,Second Owner
150000,84000,Petrol,Individual,Manual,Second Owner
300000,170000,Diesel,Individual,Manual,First Owner
220000,40000,Petrol,Individual,Manual,First Owner
75000,96000,Petrol,Individual,Manual,Second Owner
100000,20000,Diesel,Individual,Manual,First Owner
380000,15000,Petrol,Individual,Manual,First Owner
100000,50000,Petrol,Individual,Manual,First Owner
480000,80000,Petrol,Individual,Manual,Second Owner
300000,124000,Diesel,Individual,Manual,First Owner
190000,70000,Diesel,Individual,Manual,First Owner
190000,130000,Diesel,Individual,Manual,Second Owner
650000,19014,Petrol,Dealer,Manual,First Owner
300000,23262,Petrol,Dealer,Manual,First Owner
700000,29600,Diesel,Dealer,Manual,First Owner
310000,35925,Petrol,Dealer,Manual,First Owner
500000,12000,Petrol,Individual,Manual,First Owner
415000,40771,Petrol,Dealer,Manual,First Owner
395000,30500,Petrol,Dealer,Automatic,Second Owner
430000,42000,Petrol,Dealer,Manual,Second Owner
215000,55800,Petrol,Dealer,Manual,Second Owner
550000,66569,Diesel,Dealer,Manual,First Owner
415000,81358,Diesel,Dealer,Manual,First Owner
450000,82695,Diesel,Dealer,Manual,First Owner
285000,68293,Diesel,Dealer,Manual,Second Owner
580000,32000,Petrol,Dealer,Automatic,First Owner
300000,190621,Diesel,Dealer,Manual,First Owner
1200000,60000,Diesel,Individual,Manual,First Owner
78000,64700,Petrol,Individual,Manual,First Owner
65000,100000,Petrol,Individual,Manual,Second Owner
400000,88470,Diesel,Individual,Manual,First Owner
850000,75000,Diesel,Individual,Manual,First Owner
450000,120000,Diesel,Individual,Manual,Second Owner
2500000,35000,Diesel,Individual,Automatic,First Owner
780000,70000,Diesel,Individual,Manual,First Owner
3200000,57000,Diesel,Individual,Automatic,First Owner
350000,1000,Petrol,Individual,Manual,First Owner
285000,120000,Diesel,Individual,Manual,Second Owner
525000,98000,Diesel,Dealer,Manual,First Owner
550000,90000,Diesel,Dealer,Manual,Second Owner
580000,70000,Diesel,Individual,Manual,First Owner
75000,25000,Petrol,Individual,Manual,Third Owner
185000,60000,Diesel,Individual,Manual,Third Owner
110000,90000,Petrol,Individual,Manual,Fourth & Above Owner
180000,200000,Petrol,Individual,Manual,Second Owner
350000,110000,Diesel,Individual,Manual,Second Owner
60000,126000,Petrol,Individual,Manual,Second Owner
695000,70000,Diesel,Individual,Manual,First Owner
2700000,5000,Diesel,Individual,Automatic,First Owner
135000,74183,Petrol,Individual,Manual,Second Owner
640000,70000,Diesel,Individual,Manual,Second Owner
160000,90000,Petrol,Individual,Manual,First Owner
80000,46000,Petrol,Individual,Manual,Second Owner
340000,110000,Diesel,Individual,Manual,Second Owner
110000,80000,Diesel,Individual,Manual,Second Owner
250000,90000,Diesel,Individual,Manual,Second Owner
1300000,70000,Diesel,Individual,Manual,First Owner
250000,1,Diesel,Individual,Manual,Second Owner
450000,192000,Diesel,Individual,Manual,First Owner
240000,70000,Petrol,Individual,Manual,Fourth & Above Owner
225000,120000,Diesel,Individual,Manual,Second Owner
275000,60000,Petrol,Individual,Manual,Second Owner
320000,120000,Diesel,Individual,Manual,Second Owner
75000,120000,Petrol,Individual,Manual,First Owner
85000,50000,Petrol,Individual,Manual,Second Owner
90000,120000,Diesel,Individual,Manual,First Owner
85000,80000,Petrol,Individual,Manual,Second Owner
350000,80000,Diesel,Individual,Manual,Second Owner
355000,100000,Diesel,Individual,Automatic,Second Owner
619000,1500,Petrol,Individual,Manual,First Owner
1700000,50000,Diesel,Individual,Manual,First Owner
55000,100000,Diesel,Individual,Manual,Second Owner
95000,83411,Petrol,Individual,Manual,First Owner
300000,120000,Diesel,Individual,Manual,Second Owner
81000,83411,Petrol,Individual,Manual,First Owner
1000000,80000,Diesel,Individual,Automatic,Second Owner
925000,50000,Diesel,Individual,Manual,First Owner
450000,40000,Diesel,Individual,Manual,First Owner
600000,13270,Diesel,Individual,Manual,First Owner
85000,100000,Petrol,Individual,Automatic,Third Owner
700000,50000,Diesel,Individual,Manual,First Owner
486000,26500,Petrol,Individual,Manual,First Owner
400000,90000,Diesel,Individual,Manual,First Owner
120000,100000,Petrol,Individual,Manual,Third Owner
275000,35000,Petrol,Individual,Manual,First Owner
580000,57000,Diesel,Individual,Manual,First Owner
375000,70000,Petrol,Individual,Manual,First Owner
229999,100000,Petrol,Individual,Manual,Third Owner
110000,88000,Petrol,Individual,Manual,Second Owner
600000,60000,Diesel,Individual,Manual,First Owner
120000,76000,Petrol,Individual,Manual,Second Owner
200000,100000,Diesel,Individual,Manual,Second Owner
450000,110000,Diesel,Individual,Manual,Second Owner
550000,80000,Diesel,Individual,Manual,Second Owner
220000,80000,Petrol,Individual,Manual,Second Owner
40000,30000,Petrol,Individual,Manual,First Owner
300000,20000,Petrol,Individual,Automatic,First Owner
630000,40000,Diesel,Individual,Manual,First Owner
610000,40000,Diesel,Individual,Manual,Second Owner
660000,7000,Petrol,Individual,Manual,Second Owner
220000,80000,LPG,Individual,Manual,Second Owner
138000,90000,Diesel,Individual,Manual,Second Owner
210000,13770,Diesel,Individual,Manual,First Owner
125000,34000,Petrol,Dealer,Manual,First Owner
125000,102000,Petrol,Dealer,Manual,First Owner
725000,110000,Diesel,Individual,Manual,First Owner
170000,90000,Petrol,Individual,Manual,Second Owner
1200000,70000,Diesel,Individual,Manual,Third Owner
70000,90000,Petrol,Individual,Manual,Second Owner
100000,70000,Petrol,Individual,Manual,Second Owner
300000,80000,Petrol,Individual,Manual,Second Owner
450000,100000,Diesel,Individual,Manual,Second Owner
530000,100000,Diesel,Individual,Manual,First Owner
100000,143000,Petrol,Individual,Manual,Third Owner
350000,115000,Petrol,Individual,Manual,Second Owner
165000,100000,Diesel,Individual,Manual,Second Owner
475000,120000,Diesel,Individual,Manual,Second Owner
350000,42000,Diesel,Individual,Manual,First Owner
229999,38000,Petrol,Individual,Manual,First Owner
800000,35000,Diesel,Individual,Manual,First Owner
475000,120000,Diesel,Individual,Manual,Second Owner
425000,136906,Diesel,Individual,Manual,First Owner
660000,97000,Diesel,Individual,Manual,Second Owner
610000,10000,Petrol,Individual,Automatic,First Owner
240000,50000,Petrol,Individual,Manual,Third Owner
70000,60000,Petrol,Individual,Manual,Second Owner
550000,120000,Diesel,Individual,Manual,First Owner
100000,120000,Petrol,Individual,Manual,Second Owner
350000,90000,Diesel,Individual,Manual,Second Owner
200000,120000,Petrol,Individual,Manual,First Owner
720000,3000,Petrol,Individual,Automatic,First Owner
350000,133000,Diesel,Individual,Manual,First Owner
400000,25000,Petrol,Individual,Manual,First Owner
570000,35000,Petrol,Individual,Manual,First Owner
130000,70000,Petrol,Individual,Manual,First Owner
210000,52000,Petrol,Individual,Manual,First Owner
800000,52000,Diesel,Individual,Manual,First Owner
700000,39000,Diesel,Individual,Manual,First Owner
200000,28689,Diesel,Individual,Manual,First Owner
495000,90000,Diesel,Individual,Manual,Second Owner
325000,80322,Diesel,Dealer,Manual,First Owner
650000,8000,Petrol,Individual,Manual,First Owner
155000,50000,Diesel,Individual,Manual,Second Owner
75000,90000,Petrol,Individual,Manual,Second Owner
350000,61658,Diesel,Dealer,Manual,First Owner
90000,50000,Petrol,Individual,Manual,Third Owner
600000,80000,Diesel,Individual,Manual,First Owner
400000,185000,Diesel,Individual,Manual,First Owner
370000,57000,Diesel,Individual,Manual,Second Owner
50000,60000,Petrol,Individual,Manual,First Owner
125000,120000,Petrol,Individual,Manual,Second Owner
1800000,26000,Diesel,Individual,Automatic,First Owner
650000,20000,Petrol,Individual,Automatic,First Owner
800000,30600,Petrol,Individual,Automatic,First Owner
802000,5000,Petrol,Individual,Manual,First Owner
2300000,35000,Diesel,Individual,Automatic,Third Owner
430000,35000,Diesel,Individual,Manual,First Owner
650000,23000,Petrol,Individual,Manual,First Owner
170000,120000,Diesel,Individual,Manual,First Owner
450000,235000,Diesel,Individual,Automatic,First Owner
250000,87000,Petrol,Individual,Manual,First Owner
550000,72000,Petrol,Individual,Manual,Second Owner
2000000,64000,Diesel,Individual,Automatic,Second Owner
140000,100000,Petrol,Individual,Manual,Second Owner
155000,12000,Petrol,Individual,Manual,First Owner
120000,67000,Petrol,Individual,Manual,Third Owner
287000,70000,Diesel,Individual,Manual,First Owner
675000,60000,Diesel,Individual,Manual,First Owner
235000,74500,Petrol,Individual,Manual,Second Owner
300000,118700,Diesel,Individual,Manual,Second Owner
434999,40000,Petrol,Individual,Automatic,Second Owner
225000,223660,Diesel,Individual,Automatic,Third Owner
160000,140000,Petrol,Individual,Manual,Second Owner
600000,5000,Petrol,Individual,Manual,First Owner
470000,100000,Diesel,Individual,Manual,Second Owner
300000,100000,Petrol,Individual,Manual,Second Owner
600000,2000,Petrol,Individual,Manual,First Owner
640000,4000,Petrol,Individual,Automatic,First Owner
50000,120000,Diesel,Individual,Manual,Fourth & Above Owner
600000,35000,Petrol,Individual,Manual,First Owner
290000,29000,LPG,Individual,Manual,First Owner
600000,30000,Petrol,Individual,Manual,First Owner
190000,120000,Diesel,Individual,Manual,First Owner
160000,110000,Petrol,Individual,Manual,Third Owner
325000,15000,Petrol,Individual,Manual,First Owner
200000,73756,Diesel,Individual,Manual,First Owner
2800000,40000,Diesel,Individual,Automatic,First Owner
125000,60000,Petrol,Individual,Manual,Third Owner
155000,60000,Petrol,Individual,Manual,Fourth & Above Owner
550000,90000,Diesel,Individual,Manual,First Owner
130000,70000,Petrol,Individual,Manual,Fourth & Above Owner
80000,70000,Petrol,Individual,Manual,Second Owner
500000,80000,Diesel,Individual,Manual,Second Owner
250000,27000,Petrol,Individual,Manual,First Owner
580000,70000,Diesel,Individual,Manual,First Owner
60000,50000,Petrol,Individual,Manual,First Owner
300000,185000,Diesel,Individual,Manual,First Owner
200000,90000,Diesel,Individual,Manual,Second Owner
1200000,16400,Diesel,Individual,Manual,First Owner
350000,80000,Diesel,Individual,Manual,Second Owner
600000,80000,Diesel,Individual,Manual,Second Owner
650000,4000,Petrol,Individual,Manual,First Owner
120000,40000,Petrol,Individual,Manual,First Owner
180000,120000,Diesel,Individual,Manual,Second Owner
950000,41395,Petrol,Individual,Automatic,First Owner
250999,35000,Diesel,Individual,Manual,Second Owner
385000,52000,Diesel,Dealer,Manual,First Owner
1250000,47000,Diesel,Dealer,Automatic,Second Owner
165000,50000,Petrol,Individual,Manual,First Owner
700000,48000,Petrol,Dealer,Manual,First Owner
750000,53000,Diesel,Dealer,Manual,First Owner
89999,213000,Diesel,Individual,Manual,First Owner
290000,15000,Petrol,Dealer,Automatic,First Owner
45000,7000,Petrol,Individual,Manual,Second Owner
675000,88000,Diesel,Dealer,Automatic,First Owner
530000,55000,Diesel,Dealer,Manual,First Owner
1485000,48000,Diesel,Dealer,Automatic,First Owner
325000,71014,Diesel,Dealer,Manual,First Owner
400000,60000,Diesel,Dealer,Manual,First Owner
380000,71000,Diesel,Dealer,Manual,First Owner
750000,45000,Petrol,Dealer,Automatic,First Owner
390000,45000,Petrol,Dealer,Manual,First Owner
110000,20000,Petrol,Individual,Manual,First Owner
1825000,14000,Diesel,Dealer,Manual,First Owner
3256000,17000,Diesel,Dealer,Automatic,First Owner
370000,60000,Diesel,Dealer,Manual,First Owner
210000,80000,Diesel,Individual,Manual,Second Owner
175000,181000,Diesel,Individual,Manual,Fourth & Above Owner
575000,89550,Diesel,Individual,Manual,Second Owner
320000,90000,Diesel,Individual,Manual,Third Owner
280000,149500,Diesel,Individual,Manual,Third Owner
500000,190000,Diesel,Individual,Manual,Second Owner
380000,83000,Diesel,Dealer,Manual,First Owner
120000,20000,Petrol,Individual,Manual,Second Owner
395000,20000,Petrol,Individual,Manual,First Owner
360000,160000,Diesel,Individual,Manual,First Owner
451000,100000,Diesel,Individual,Manual,First Owner
175000,45000,Petrol,Individual,Manual,Second Owner
170000,44800,Petrol,Individual,Manual,Second Owner
100000,40000,Petrol,Individual,Manual,Second Owner
150000,120000,Petrol,Individual,Manual,Third Owner
149000,10000,Diesel,Individual,Manual,Second Owner
160000,80000,Diesel,Individual,Manual,Second Owner
434999,10000,Petrol,Individual,Manual,First Owner
800000,156000,Diesel,Individual,Manual,First Owner
